GeneLabel,ReplacementLabel
ycf84,ycf84
ycf85,ycf85
ycf86,ycf86
ycf88,ycf88
ycf89',ycf89
ycf89,ycf89
ycf90,ycf90
ycf91,ycf91
ycf92,ycf92
ycf94,ycf94
ycf9,ycf9
ycf95,ycf95
ycf_(orf29),ycf_(orf29)
ycf_(orf50),ycf_(orf50)
ycxr,ycxr
yibo,yibo
ytfc,ytfc
zam,zam
znub,znub
