GeneLabel,ReplacementLabel
orf606,orf606
orf612,orf612
orf613,orf613
orf61,orf61
orf616,orf616
orf617,orf617
orf618,orf618
orf620,orf620
orf621,orf621
orf62,orf62
orf622,orf622
orf624,orf624
orf626,orf626
orf628,orf628
orf629,orf629
orf631,orf631
orf63,orf63
orf632,orf632
orf635,orf635
orf640,orf640
orf641,orf641
orf64,orf64
orf644,orf644
orf64a,orf64
orf64b,orf64
orf652,orf652
orf656,orf656
orf662,orf662
orf66,orf66
orf669,orf669
orf66a,orf66
orf66b,orf66
orf6,orf6
orf670,orf670
orf67,orf67
orf673,orf673
orf675,orf675
orf676,orf676
orf677,orf677
orf681,orf681
orf68,orf68
orf686,orf686
orf687,orf687
orf688,orf688
orf692,orf692
orf693,orf693
orf69,orf69
orf695,orf695
orf697,orf697
orf698,orf698
orf699,orf699
orf69a,orf69
orf69b,orf69
orf701,orf701
orf70,orf70
orf703,orf703
orf705,orf705
orf71,orf71
orf714,orf714
orf716,orf716
orf717,orf717
orf718,orf718
orf72,orf72
orf725,orf725
orf729,orf729
orf730,orf730
orf732,orf732
orf73,orf73
orf734,orf734
orf735,orf735
orf736,orf736
orf740,orf740
orf742,orf742
orf743,orf743
orf74,orf74
orf745,orf745
orf747,orf747
orf748,orf748
orf750,orf750
orf75,orf75
orf751,orf751
orf752,orf752
orf753,orf753
orf754,orf754
orf755,orf755
orf756,orf756
orf757,orf757
orf759,orf759
orf75a,orf75
orf75b,orf75
orf7,orf7
orf760,orf760
orf762,orf762
orf76,orf76
orf764,orf764
orf768,orf768
orf769,orf769
orf771,orf771
orf773,orf773
orf77,orf77
orf774,orf774
orf777,orf777
orf779,orf779
orf780,orf780
orf782,orf782
orf783,orf783
orf784,orf784
orf785,orf785
orf786,orf786
orf787,orf787
orf790,orf790
orf791,orf791
orf792,orf792
orf793,orf793
orf795,orf795
orf797,orf797
orf798,orf798
orf79,orf79
orf801,orf801
orf802,orf802
orf806,orf806
orf807,orf807
orf808,orf808
orf81,orf81
orf812,orf812
orf813,orf813
orf816,orf816
orf819,orf819
orf826,orf826
orf827,orf827
orf828,orf828
orf830,orf830
orf831,orf831
orf83,orf83
orf832,orf832
orf836,orf836
orf837a,orf837
orf837b,orf837
orf84,orf84
orf844,orf844
orf845,orf845
orf847,orf847
orf8,orf8
orf850,orf850
orf851,orf851
orf85,orf85
orf861,orf861
orf86,orf86
orf868,orf868
orf873,orf873
orf875,orf875
orf877,orf877
orf879,orf879
orf881,orf881
orf88,orf88
orf882,orf882
orf883,orf883
orf884,orf884
orf887,orf887
orf891,orf891
orf89,orf89
orf892,orf892
orf901,orf901
orf90,orf90
orf905,orf905
orf908,orf908
orf909,orf909
orf91,orf91
orf911,orf911
orf915,orf915
orf919,orf919
orf92,orf92
orf925,orf925
orf929,orf929
orf93,orf93
orf932,orf932
orf9,orf9
orf94,orf94
orf949,orf949
orf95,orf95
orf953,orf953
orf955,orf955
orf957,orf957
orf960,orf960
orf96,orf96
orf963,orf963
orf973,orf973
orf97,orf97
orf97a,orf97
orf97b,orf97
orf98,orf98
orf98a,orf98
orf98b,orf98
orf99_1,orf99
orf99_2,orf99
orf99,orf99
orf99_3,orf99
orf99-a1,orf99
orf99-a2,orf99
orf99a,orf99a
orf99-b1,orf99
orf99-b2,orf99
orf99b,orf99
orf99-c,orf99
orf99c,orf99
orf99-d,orf99
orf99-e,orf99
orf99-f,orf99
orf99-g,orf99
orf99g,orf99
orfa,orfa
orfb,orfb
orf-bryo1,orf-bryo1
orfc,orfc
orfd,orfd
orfe,orfe
orff,orff
orfg,orfg
orfh,orfh
orfi,orfi
orfj,orfj
orfk,orfk
orfl,orfl
orfm,orfm
orfn,orfn
orfo,orfo
orfx,orfx
orfy,orfy
orfz,orfz
peta,peta
petb,petb
petg,petg
petl,petl
petn(cp),petn
polb,polb
psaa,psaa
psab,psab
psac,psac
psaj,psaj
psba,psba
psbj,psbj
psbm,psbm
psbn,psbn
psbt,psbt
rbcl,rbcl
rdp,rdp
rms5,rms5
rnap,rpo
rna_pol,rpo
rnapol,rpo
rnaseh,rnaseh
rnl,rnl
rnl-i1,rnl
rnl-i2,rnl
rnl-i3,rnl
rnl-i4,rnl
rnl-i5,rnl
rp120,rpl20
rp13,rps13
rp15,rps15
rp16,rps16
rp3,rps3
rpl10,rpl10
rpl11,rpl11
rpl12,rpl12
rpl14,rpl14
rpl1,rpl1
rpl15,rpl15
rpl16-1,rpl16
rpl16-2,rpl16
rpl16,rpl16
rpl18,rpl18
rpl19,rpl19
rpl20,rpl20
rpl2,rpl2
rpl23,rpl23
rpl27,rpl27
rpl31,rpl31
rpl32,rpl32
rpl33,rpl33
rpl34,rpl34
rpl35,rpl35
rpl36,rpl36
rpl5,rpl5
rpl6,rpl6
rpl7,rpl7
rpo,rpo
rpoa,rpoa
rpob,rpob
rpoc,rpoc
rpod,rpod
rpol,rpo
rps,rps15
rps10,rps10
rps1-1,rps1
rps11,rps11
rps1,rps1
rps12-17,rps12
rps12,rps12
rps13,rps13
rps14,rps14
rps14a,rps14
rps14b,rps14
rps15,rps15
rps16,rps16
rps18,rps18
rps19-1,rps19
rps19-2,rps19
rps19,rps19
rps19a,rps19
rps19b,rps19
rps19c,rps19
rps19d,rps19
rps19e,rps19
rps19-p,rps19
rps2-1,rps2
rps2,rps2
rps2a,rps2
rps2b,rps2
rps3-1,rps2
rps3-2,rps2
rps3,rps3
rps3_a,rps3
rps3_b,rps3
rps4-1,rps4
rps4,rps4
rps5,rps5
rps7-1,rps7
rps7,rps7
rps7-ct,rps7
rps8,rps8
rrl,rrl
rrnl4,rrnl4
rrs,rrs
rtl,rtl
s3,s3
scei,scei
sdh2,sdh2
sdh3-1,sdh3
sdh3-2,sdh3
sdh3,sdh3
sdh3a,sdh3
sdh3b,sdh3
sdh4,sdh4
sdhb,sdh2
sdhc,sdh3
sdhd,sdh4
secy,secy
sh2,sh2
tata,tata
tatae,tata
tatc,tatc
tp,tp
trnf-gaa,Trnf-gaa
tufa,tufa
urf,urf
var1,var1
x1,x1
x2,x2
x3,x3
x4,x4
x5,x5
ycf1,ycf1
ycf2,ycf2
ycf4,ycf4
ycf68,ycf68
yejr,yejr
yejra,yejra
yejrb,yejrb
yeju,yeju
yejv,yejv
yejw,yejw
ymf100,ymf100
ymf101,ymf101
ymf16,ymf16
ymf39_1,ymf39
ymf39_2,ymf39
ymf39,ymf39
ymf56,ymf56
ymf57,ymf57
ymf58,ymf58
ymf59,ymf59
ymf60,ymf60
ymf61,ymf61
ymf62,ymf62
ymf63,ymf63
ymf64,ymf64
ymf65,ymf65
ymf66,ymf66
ymf67,ymf67
ymf68,ymf68
ymf69,ymf69
ymf70,ymf70
ymf71,ymf71
ymf72,ymf72
ymf73,ymf73
ymf74,ymf74
ymf75,ymf75
ymf76,ymf76
ymf77,ymf77
ymf78,ymf78
ymf79,ymf79
ymf80,ymf80
ymf83,ymf83
ymf84,ymf84
ymf87,ymf87
ymf96,ymf96
ymf98,ymf98
ymf99,ymf99
